data,labels
invention turn innovation      unlikely future technological invention go kind transformative impact past      history take look great invention like car transistor define technology ultimately change people life substantially say nick donofrio senior vice president technology manufacture ibm thing actually improve people live social cultural change discovery invention bring car bring crucial change people live city give ability suburb whilst have mobility access talk innovation create real value 21st century think like fast mr donofrio tell bbc news website give royal academy engineering two thousand and four hinton lecture invention discovery likely value transistor automobile equivalent thing invent discover go able generate real business value wealth thing altogether new ideas academic explore technology impact wide society year mean technology company new idea method device different kind think people value innovative technology      different phase come technology argue mr donofrio industry week two thousand and three technology leader year hype promise technology leader demonstrate thing work sense difference life get well result      dotcom era jumping face minute somebody new thing awe not sure not sure need not sure value cool change innovation technology people affect daily life say come slowly subtlety way long face creep pervasively nanotechnology play key kind pervasive environment sort way new superconducte material coating power memory storage big believer evolution industry pervasive environment incredible network infrastructure say mr donofrio pervasive computing wireless computing rule jewellery clothe everyday object interface instead bulky wire screen keyboard net true network taken grant like air people stay connected people know life well say mr donofrio trillion device connect net way people know natural interface develop device shape persona technologically underuse voice tell jewellery sort finance      ultimately say mr donofrio value computer illiterate sound like technological world go mad mr donofrio vision innovation happen vision rich robust network capability deep computing say mr donofrio deep computing ability perform lot complex calculation massive amount datum integral concept supercomputing value accord ibm help human work extremely complex problem come valuable solution like refine million net search result find cure disease understand exactly gene protein operate      pervasive computing presumably mean have technology aware diversity context command requirement diverse world computing technology environment furniture wall clothing physical space important consideration      go need broad range skill experience confident set science engineering technology industry go short skill say right innovation need multidisciplinary collaborative woman tend trait lot well man eventually woman win life physical science say uk dti fund resource centre woman set target forty representation set industry board ibm accord mr donofrio thirty goal research team prefer organisation woman science technology begin career issue global diversity business matter moral social concern mr donofrio believe issue global diversity say customer diverse client diverse expect look like woman underrepresented minority succeed leadership position imperative constantly look like,tech
attack prompt bush site block      official election site president george bush block visit overseas user security reason      blocking begin early monday outside try view site get message say authorised view keen net user show policy effective find site view overseas browser alternative net address      policy try stop overseas visitor view site think adopt response attack georgewbush.com website scott stanzel spokesman bush cheney campaign say measure take security reason decline elaborate blocking policy bar non visitor lead campaign inundate call force statement block take place early october call denial service attack mount site bombard datum thousand pc attack site unusable hour      time web team bush cheney campaign start service company call akamai help website deal ebb flow visitor traffic akamai use web base tool call edgescape let customer work visitor base typically tool ensure webpage video image load quickly block traffic geographic blocking work numerical address net use organise hand regional basis reader boingboing weblog find viewer site alternative form george bush domain ironically work alternative supposedly secure version site work alternative domain bush cheney campaign let web user outside visit site site see anonymous proxy service base web user canada report browse site      international exclusion zone georgewbush.com spot net monitoring firm netcraft keep eye traffic pattern different site      netcraft say early hour twenty-five october attempt view site monitoring station london amsterdam sydney fail contrast netcraft monitoring station manage view site problem datum gather netcraft pattern traffic site show block result denial service attack mike prettejohn netcraft president speculate block decision take cut cost traffic run election november say site reason distribute content people vote week manage traffic good way ensure site stay work closing day election campaign simply block non visitor mean americans overseas bar american soldier station overseas able site use military portion net akamai decline comment say talk customer website,tech
dvd copy protection strengthen      dvds hard copy thank new anti piracy measure devise copy protection firm macrovision      pirate dvd market enormous current copy protection hack year ago macrovision say new ripguard technology thwart current dvd rip copying program pirate dvds ripguard design reduce dvd rip result supply illegal peer peer say firm macrovision say new technology work nearly current dvd player apply discs specify machine problem ripguard new technology welcome hollywood film studio increasingly rely revenue dvd sale      film industry step effort fight dvd piracy twelve month take legal action website offer pirated copy dvd movie download      ultimately ripguard dvd evolve anti piracy enablement legitimate online transaction interoperability tomorrow digital home upcoming high definition format say steve weinstein executive vice president general manager macrovision entertainment technology group macrovision say ripguard design plug digital hole create call decss ripper software circumvent content scramble system measure place dvds let people perfect digital copy copyright dvds minute copy burn blank dvd uploaded exchange peer peer network macrovision say ripguard prevent rent rip return people rent dvd copy return original ripguard expect roll dvds middle two thousand and five company say new system work specifically block rip program program likely crash company say macrovision say rip guard update hacker find way new anti copy measure,tech
half life sweep bafta award      pc person shooter half life win bafta award include good game good online game      title develop valve release year universal acclaim receive special praise immersive plot physics engine game win bafta good action adventure good pc game art direction animation burnout win award category race technical direction good playstation game grant dean chairman bafta games awards say ceremony london tuesday year great year interactive entertainment industry      award reflect enormous achievement progress diversity see time halo win good xbox game category prince persia warrior adjudge good gamecube title sport award go konamis pro evolution soccer bafta say significant feature year award number non traditional game originality award win playstation title singstar children award go gamecube bongo rhythm game donkey konga handheld award go colin mcrae rally two thousand and five mobile category win blue tooth byplanes audio award win duty fine hour hitman contract win music award,tech
new delay hit eu software law      fresh delay hit controversial new european union rule govern computer base invention      draft law adopt eu minister plan brussels meeting monday suppose discuss fresh delay come polish official raise concern law second time month critic law favour large company small one impact open source software innovation point intention item today agenda end eu spokesman tell reuters agency add date choose discussion law      december poland request time consider issue concerned law lead patent pure computer software minister want phrase text directive patentability computer implement invention change exclude software patent poland large eu member backing legislation vital eu say law bring europe line law work cause angry debate critic supporter patent computer program internet business method permit mean base amazon.com hold patent click shopping service critic similar model europe hurt small software developer legal financial large company supporter current law let big company protect invention spend year develop,tech
high definition dvds      humble home video dvd hollywood prepare revolution home entertainment high definition      high definition give incredible 3d like picture surround sound dvd disk gear play year number issue sort high definition film come new format dvds profoundly change home entertainment rick dean director business development digital content company thx high definition future exciting prospect work star war dvd trilogy find nemo incredibles indiana jones time long ago film world video world completely separate world tell bbc news website      technology deal mean conjoin film theatre come digital file home video master say currently put master feature film dvd require severe compression current dvd technology hold high definition film demand compress picture datum rate wise quality away picture fight hard master explain love able people project work look like high def world find exciting      high definition dvds hold times datum dvds time persuade people spend money dvd player buy different player display require watch high definition dvds eighteen month time mr dean confident think real hd high definition heavily compress version remarkable difference hear comment people image pop screen      high definition mean change work scene produce film high definition dvds easy way compression need equally mean hollywood studio ask average dvd master movie right data rate run one.two gigabit second say mr dean dvds today squash megabit second huge compression apply ninety-eight allow space not compress hard studio fit lot marketing material game feature high capacity dvds currently entire dvd project month say mr dean step convert bypass realistically save day work say mr dean time consume element build dvd navigation menu system fairly complex star war disk make sure menu button work take forty-five human hour studio want cash extra space mean extra human hour pay decision studio go lot disk expensive extra navigation require studio focus deliver add value content think mr dean ultimately mean want money cost filter price ticket high definition dvd consumer willing pay premium price studio listen think mr dean      high definition throw challenge film maker dvd production alike clarity screen mean film maker doubly sure attention detail meticulous hd version star war episode everybody sun tan hd version episode line show explain mr dean restoration old star war episode reveal interesting item      scan corridor death star fairly plainly shot file cabinet stick doorway able thing blur pan not high definition revolution ultimately mean line home entertainment cinema world blur home theatre system turn living room cinema line blur mean film format widen future go look file delivery ip internet protocol broadband give dvd like experience set box hard drive say mr dean time people like physical bookshelf,tech
yahoo move desktop search      internet giant yahoo launch software allow people search mail file pc      firm follow footstep microsoft google ask jeeve offer similar service search lucrative hotly contest area expansion net firm look extend loyalty web hard drive provide big storage user need help locate important file photo      desktop search technology license base firm x1 technology design work alongside microsofts outlook outlook express mail program search mail effectively increasingly important especially spam increase accord research message analyst radicati group forty-five business critical information store mail attachment yahoo software work separately desktop search music photo file user search variety criterion include file size date time not incorporate web search yahoo promise future version allow user search web base desktop datum get file desktop real commercial opportunity lie link web content say julian smith analyst research firm jupiter extend idea search get close relationship consumer organise search internet file computer say search engine port user web new foray desktop search rung alarm bell human right group concerned implication privacy impress functionality service alexander linden vice president emerge technology analyst firm gartner download google product remove interesting say believe rush enter desktop business way keep rival desktop search feature people like suspicious usefulness say useful tool combine internet intranet desktop search alongside improvement key word searching say,tech
hollywood sue net film pirate      movie industry launch legal action sue people facilitate illegal film download      motion picture association america want stop people program bittorrent swap movie industry target people run website provide information internet link movie copy film cinemas one hundred server operator target action launch uk mpaa add suit file user file sharing program bittorrent edonkey directconnect united states united kingdom france finland netherlands mpaa say      bittorrent user download movie follow link file find website call tracker unlike peer peer program bittorrent work share file legitimate digital photo copy movie multiple user time movie industry hope sue people run tracker cut bittorrent user illegal movie source month major film studio start legal action two hundred individual swap film online growth broadband quick people download movie industry fear action suffer downturn music industry,tech
"hollywood campaign hit website      movie studio effort stop pirate film share peer peer network claim high profile victim      campaign legal action think closure widely suprnova.org website site popular place people swap sharing link bittorrent network recent study show half peer peer traffic june bittorrent system      message post suprnova.org sunday site controller say site close good way know site return message say host torrent link continue sorry way try part go say operator suprnova site discussion forum net chat channel site think closed follow announcement motion picture association america launch legal action operate bittorrent server end user way bittorrent work server site host actual file share instead host link point people target server mpaa hope cripple bittorrent ability share file open day mpaa campaign organisation file one hundred lawsuit operator bittorrent server site launch legal have effect phoenix torrent popular bittorrent site decide shut give reason closure think motivated threat legal action week finnish police raid bittorrent site base country accord report let ten,zero user share pirate film software music game",tech
dublin hi tech labs shut      dublin hi tech research laboratory medium labs europe shut      research centre start irish government massachusetts institute technology hotbe technology concept open two thousand centre develop idea implant tooth aim digital hub start up area centre suppose self fund fail attract private cash injection need statement medium labs europe say decision close take irish government prestigious base massachusetts institute technology mit willing fund prime minister bertie ahern want centre big draw small hi tech company attempt regenerate area      dozen small firm attract area think effect dot.com recession damage lab long term survival lab need ten million euro us$thirteen million year corporate sponsor survive end deep long recession say simon jones labs managing director ian pearson bts futurologist tell bbc news website closure real shame bt company work lab look rfid tag development video conferencing lot talente creative people come great idea help ensure great benefit technology society doubt individual quickly snap research lab synergies working team lose      noel dempsey government communications minister say mr ahern commit project know disappoint come time right thing say unfortunately model sustainable current climate      year innovative unusual idea technology develop recent month fourteen patent application file labs concepts feed science engineering psychology technology think idea commercially viable near term research team explore human react technology way entirely different human connectedness group example develop iband bracelet store exchange information relationship information beam wearer people shake hand project look human sense like touch interact devoice embed environment body project examine brainwave directly control computer game lab set old guinness brewery house one hundred people staff researcher student collaborator time undergraduate student think fifty people lose job lab close february accord late account medium lab europe say spend eight.sixteen million euro us$ten.six million two thousand and three raise two.fifty-six million euro us$three.three million,tech
"gadget market grow two thousand and five      explosion consumer technology continue two thousand and five delegate world large gadget las vegas tell      number gadget shop predict grow eleven device talk increasingly important go digital kirsten pfeifer consumer electronic association tell bbc news website consumer electronic ce feature pick 2005s product consumer control want technology like hdtvs high definition tv digital radio digital camera remain strong two thousand and five product show breadth depth industry despite show diversity delegate attend complain showcase lack wow factor previous year      portable technology reflect buzzword ce time place shift multimedia content able watch listen video music time start year ce cea predict average growth two thousand and four figure surpass rise popularity portable digital music player personal video recorder digital camera clear gadget lot lifestyle choice fashion personalisation increasingly key way gadget design rise spending power generation er grow technology spending power desire device suit fifty-seven consumer electronic market female buyer accord cea research hybrid device combine number multimedia function evidence floor lot drive ability say stephen baker consumer electronic analyst retail research firm npd group function cost add      floor showcase tiny wearable mp3 player giant high definition tv keynote speech industry leader microsoft chief bill gate despite embarrass technical glitch mr gates pre speech announce new partnership mainly market unveil new way let people tv show record personal video recorder watch portable device disappoint fail announce detail generation xbox games console disappointment lack exposure sony new portable game device psp sony say anticipate gadget likely start ship march europe go sale japan christmas psps embed glass cabinet representative discuss detail sony representative tell bbc news website sony consider consumer technology offer      plethora colour plasma screen include samsung one hundred and two inch two.six metre plasma large world industry expert excite high definition technology come fore two thousand and five new format dvds come hold times datum conventional dvds device lot product offer external storage like seagate gb pocket sized external hard drive win innovation engineering design prize one hundred and twenty,zero trade professional attend ce las vegas officially run january",tech
"microsoft debut security tool      microsoft releasing tool clean pc harbour virus spyware      virus fight program update monthly precursor microsoft release dedicated anti virus software release software utility help user find remove spyware home computer initially free think soon microsoft charge user anti spyware tool      anti spyware tool available anti virus utility expect available late month microsoft window operating system long favourite people write computer virus ubiquitous loophole exploit prove tempting target think one hundred,zero virus malicious program existence late research suggest new variant virus crank rate two hundred week spyware surreptitious software sneak home computer user knowledge benign form bombard user pop advert hijack web browser setting malicious form steal confidential information log keystroke user survey show pc infest spyware research technology firm earthlink webroot reveal ninety window machine malicious software board average harbour twenty-eight separate spyware program microsoft leave market pc security software specialist firm symantec mcafee trend micro say virus cleaning program stop machine infect remove need anti virus program spyware freely available program ad aware spybot widely people keen late variant bay microsofts security tool emerge result acquisition company year two thousand and three buy romanian firm gecad software hold anti virus technology december two thousand and four buy new york base anti spyware firm giant company software year microsoft release sp2 upgrade window xp closed security loophole software easy people manage anti virus firewall program",tech
peer peer net stay      peer peer p2p network stay verge exploit commercial medium firm say panel industry expert      high profile legal case file sharer resolve year firm keen try money p2p technology expert panel probe future p2p consumer electronic las vegas early january conviction p2p piracy hand january william trowbridge michael chicoine plead guilty charge infringe copyright illegally share music movie software successful file sharing network napster force close entertainment industry nervous critical p2p technology blame fall sale piracy go change soon accord panel      music film industry start big legal case owner legitimate p2p network illegal individual accuse distribute pirate content network slowly realise p2p good way distribute content say travis kalanick founder chairman p2p network red swoosh soon go want slice wait come business model work include digital right management copy protection standard      legal action resolve experimentation p2p happen say michael weiss president streamcast network remember furore vcrs come mr weiss say old medium try stop new medium not stop try control figure money lot money court decide vcr illegal technology film studio turn extremely lucrative business august two thousand and four san francisco base court appeal rule favour grokster streamcast file sharing network court say essentially position sony 1980s vcr battle say network deem illegal      p2p network usually rely dedicated server transfer file instead use direct connection computer client different type p2p system work different way p2p net share kind file like photo free software license music digital content bbc decide embrace technology aims offer programme download year use p2p technology distribute file lock seven day programme air make right management easy control technology demonise misunderstood global entertainment industry say two.six billion copyright music file download month half million film download day legal music download service like apple itune napster rush music marketplace try lure file sharer away free content sale legally download song grow tenfold two thousand and four two hundred million track buy online europe twelve month ifpi report week download service different p2p network financial aspect      money spinning model turn p2p golden egg commercial entertainment company pay pass firm receive money time file share drm solution advertiser base option consider go different model commoditise p2p say marc morgenstern vice president anti piracy firm overpeer      consumer hungry discover new model agree mr morgenstern net user continue ignore entertainment industry potential control grip content p2p technology continue use creation unsigned band example use p2p network distribute music effectively draw attention record company look new artist sign increasingly see p2p consumer create content say derek broes microsoft probably pay increase role help p2p spread say look p2ps future file sharing beginning p2p network far mr broe concern issue resolve go aggressive movement protect content way unimaginable say file sharing tip iceberg,tech
speak easy plan medium player      music film fan able control digital medium player speak plan development firm      scansoft gracenote develop technology people access film music library simply voice control want people hand free access digital music film car home huge media library player find single song hard voice command control unlock potential device store large digital music collection say ross blanchard vice president business development gracenote application radically change car entertainment experience allow driver enjoy entire music collection take hand steering wheel add      gracenote provide music library information million different album jukebox apple itune new technology design people play individual song movie collection say user able request music fit mood occasion film say actor speech natural fit today consumer device particularly mobile environment say alan schwartz vice president speechwork division scansoft pair voice technology gracenote vast music database bring benefit speech technology host consumer device enable people access medium way ve imagine firm develop technology language english user able information favourite song listen ask portable player popular car number auto firm work apple device interface control firm ipod music player ten thousand song able store player voice control find elusive track elvis presley easy firm give indication ipod medium player mind use voice control technology company estimate technology available fourth quarter two thousand and five,tech
"video phone help deaf people      deaf people prefer communicate british sign language bsl soon have phone conversation relay webcam videophones interpreter      video relay service pilot royal national institute deaf people rnid organisation say service provide rate voice call people pocket rnid urge telecom regulator ofcom reduce cost service current xc2xa37.zero minute ordinary phone call service work put deaf person visual contact bsl interpreter webcam video phone interpreter relay deaf person conversation telephone translate person response sign language      deaf people especially bear deaf bsl preferred mean communication      alternative use textphones mean have type message relay operator past ve textphones problem say robert currington taking pilot communicate bsl write english good takes long think english type message find difficult understand reply rnid say uk lag country make relay service available cost ordinary phone technical economic reason provide equivalent access service deaf people say rnid technology director guido gybels australia sign language relay service universally available cost voice fail provide fund video relay service sign language user telecommunications sector effectively discriminate disenfranchised group      ofcom say plan review service telecom company oblige provide early year new technology include video relay service discuss interested party near future spokesman say power limit legislation proposal extend exist arrangement cover new service government consider say mr currington like uks seventy,zero bsl user hope way find cost effective service available relay service make phone conversation pleasure say emotion easily bsl way hear people express emotion voice call",tech
"bond game fail shake stir      gaming fan word goldeneye evoke excite memories james bond revival flick one thousand, nine hundred and ninety-five classic shoot em accompany leave n64 owner glue consoles hour      adopt hallowed title somewhat backfire new game fail deliver promise struggle generate original massive sense fun sequel relate goldeneye film eponymous renegade spy agent desert bond world extensive rank criminal mastermind deem brutal mi6 new commander chief portly auric goldfinger see one thousand, nine hundred and sixty-four happily run bent world domination determination justify convince tina turner similarly title theme song game literally give player golden eye follow injury enable degree ray vision      rogue agent signal intention feature james bond initially proceed kill moment squash plummet helicopter notion course add novel dark edge seven game premise simply juice flow like need      recent bond game like nightfire competent fine job capture sense flair invention glamour film franchise title lack aura bond magic shine feel like lucky accident central problem gameplay good aside bizarre inability jump bizarre glare graphical bug dubious enemy ai level simply style imagination admittedly competition tough recent week like halo half life triumph virtually department game good envelop noisy dynamic scene violent chaos trend late feel like midst messy fraught encounter sadly sense action outweigh difficulty navigate battle chaos mean frustration outcome irregular save point mean backtrack time kill minute red dot pass crosshair collision detection suspect difficulty aim weapon compensate shoot enemy distance tricky know pick dead enemy vanish literally fully hit floor woefully uninspire death animation indicative lack confidence game maker allow different weapon immediately throw quickly rage firefight time risk measure build      far satisfying element game see old favourite like dr goldfinger hat fiend oddjob craze russian sex beast xenia onatopp resurrect year face render impressively recognisable fashion      real thrill battle legendary villain testament power bond universe cut dash game niggle combine story presentation feel sufficiently think disappointment diehard fans bond probably find worthwhile purchase try ignore failing game weak completely unplayable seven fanatic umbrage cavalier blend character different era give james bond healthy pedigree past games reason hope blip commendable idea work rectify character inevitably make return      goldeneye rogue agent",tech
web radio take spanish rap global      spin radio dial likely find plenty spanish language music find spanish language hip hop      hip hop rap actually popular spanish speak world local artist have trouble marketing work abroad company bring rap hip hop en espanol computer user los caballeros de plan mexico hot hip hop act devoted fan base native monterrey mexican hip hop fan mention fan spanish speak world rarely chance hear group track radio      not radio listen hip hop spanish accessible say manuel millan native san diego california hard spanish hip hop scene mainstream radio usually commercialise sound group know country world millan friend set change want group like los caballeros de plan accessible fan globally      mainstream radio station go play kind music start broadcast station economically impossible millan friend launch website call latinohiphopradio.com say web base radio devote hot spanish language rap hip hop track site english spanish mean easy navigate user download medium player djs music stream net free suddenly help website los caballeros de plan produce export quality rap      web right medium spanish language hip hop right genre millan call infant stage production value improve artist argentina mustafa yoda push well well mustafa yoda currently hot track latinohiphopradio.com consider eminem argentina latin american hip hop scene millan say not exposure far world definitely look far big thing spanish speak world currently chilean group makisa latinohiphopradio.coms ten cuban artist papo record countrys get cultural difference try song millan say latinohiphopradio.com run couple month site listener spanish speak world right mexico lead way account fifty listener web surfer spain log twenty-five web station traffic come surprising consider spain leader spanish language rap hip hop millan say spain actually united states france term overall rap hip hop production change latin american artist find audience      spaniard firmly latinohiphopradio.com ten tote king manuel millan say hip hop leader spain track uno contra veinte emcee twenty emcee tote king show aware fact basically brag good emcee spain right millan say pretty true tight production rap flow impeccable amazing latinohiphopradio.com hope expand come year millan say want include music news world spanish language hip hop rap      clark boyd technology correspondent world bbc world service wgbh boston co production,tech
nintendo handheld give euro date      nintendo new handheld console ds launch europe eleven march company announce      portable game machine feature touch screen control retail xc2xa399 uk one hundred and forty-nine euro nintendo say fifteen game available uk launch price range xc2xa319 xc2xa329 two.eight million ds console sell appear japan end two thousand and four rival sony say launch handheld console psp europe end march psp expect compete large handheld market despite sony assertion machine aim different consumer      fifteen game available european launch date include nintendo super mario sixty-four ds titles party developer ubisoft rayman ds      one hundred and twenty game development new console nintendo say ds backwards compatible game boy advance allow early machine catalogue seven hundred game play additionally short range wireless link multiplayer gaming build ds download play option allow group play person own copy feature include short range message application call pictochat build microphone segas launch title project rub nintendo announce medium adapter allow console play music video      launch price xc2xa399 one hundred and forty-nine euro compares favourably price one hundred and forty-nine accord john houlihan editor computerandvideogames.com magazine competitive price point innovative feature nintendo create buzz say line games strong wanted player mario kart ds example      mr houlihan believe likely audience nintendo ds sony new psp aim largely young audience expect market multimedia device psp sexy bit kit sony attitude psp understate europe far mr houlihan say worldwide handheld software market estimate worth two.6bn end two thousand and four accord industry analyst screen digest      past game console handheld generally launch later europe part world nintendo president satoru iwata say company please offer short period time european launch europe extremely important market nintendo mr iwata add nintendo raise sale target ds console december sell million japan week,tech
microsoft launches search      microsoft unveil finished version home grow search engine      formally launch msn search site take training wheel test version unveil november two thousand and three revamp engine index page direct answer factual question feature tool help people create detailed query microsoft face challenge establish search site intense competition query      google reign supreme site people turn online answer query news search image year google face great competition user old rival yahoo microsoft new entrant amazon blinkx try grab search audience renew interest come realisation thing people online begin search information particular web page recipe book gadget news story image microsoft keen home grow search engine significant rival google generate corpus data microsoft index billion webpage claim update document index day rival microsoft search engine answer specific query directly send people page contain answer      direct answer feature microsoft calling encarta encyclopaedia provide answer question definition fact calculation conversion solution equation tony macklin director product ask jeeve point search engine answer specific query way april two thousand and three major search provider move deliver algorithmic search way microsoft follow market say tool sit alongside msn search engine allow user refine result specific website country region language microsoft call graphic equaliser let people adjust relevance term result date popular company say user feedback early test version refine working finish system test beta version msn search engine unveil november teethe trouble day new user keen try greet page say site overwhelm,tech
"million buy mp3 player      ten adult americans equivalent twenty-two million people own mp3 player accord survey      study pew internet american life project find mp3 player gadget choice affluent young americans survey interview teenager likely million under-18s mp3 player american love affair digital music player possible home broadband      twenty-two million americans mp3 player fifty-nine man compare forty-one woman high income judge seventy-five,zero xc2xa339,zero time likely player earn thirty zero xc2xa315,zero broadband access play big ownership quarter broadband home player compare dial access mp3 player gadget choice young adult citizen age thirty compare fourteen aged thirty thirty-nine fourteen aged forty forty-eight influence child play sixteen percent parent live child eighteen digital player compare not ease use growth music available net main factor upsurge ownership survey find people beginning use instrument social activity share song take podcast survey find ipod mp3 player mainstream technology consumer say lee rainie director pew internet american life project growth market inevitable new device available new player enter market new social use ipod mp3 player popular add",tech
gadget herald mp3 season      partner love hi tech gear want present early expert predict gadget shortage christmas      apple ipod topping wish list ipod mini round predict oliver irish editor gadget magazine stuff ipod mini likely year tracey island say mr irish stuff compile list ten gadget two thousand and four ipod number      bewildered choice gadget market stuff hi fi host good gadget london weekend star sonys qrio robot singing dancing football play man machine hold intelligent conversation      sale sony commercial plans robot greet visitor fly japan probably airplane seat highly sony prize say mr irish display virtual keyboard project flat surface event play host large collection digital music player company creative sony philips ubiquitously fashionable ipod apple suggestion game wireless christmas unlikely come true mp3 player remain popular stocking filler say mr irish demand huge apple promise supply people struggle hand ipod mini say mr irish      like gadget multi talented gizmondo powerful gaming console gps gprs double mp3 player movie player camera impressive say mr irish christmas gadget male preserve woman get gadget husband boyfriend buying say mr irish gadget nowadays lifestyle product geek,tech
"blogger fire airline      airline attendant suspend inappropriate image blog web diary say fire      ellen simonetti know queen sky write anonymous semi fictional account life sky suspend delta september statement say initiate legal action airline wrongful termination delta spokesperson confirm wednesday ms simonetti long employee delta repeatedly decline elaborate call internal employee matter spokesperson reiterate position wednesday confirm ms simonetti long company spokesperson confirm clear rule attach unauthorised use delta brand include uniform ms simonetti announce blog fire november      say official statement result suspension subsequent termination cause delta airline move forward file discrimination complaint federal government eeoc equal employment opportunity commission add hire texas base law firm initiate legal action wrongful termination defamation character lose future wage ms simonetti tell bbc news website receive warning explanation suspend twenty-five september queen sky receive lot support advice global blogging community news suspension bring light bbc news website      story highlight concern grow blogge community conflict interest employment law free speech personal websites blog start january way get mother death contain mix fictional non fictional account queen sky develop month character right accord ms simonetti posting fictional name city company mention protect anonymity posting contain image uniform ten image show ms simonettis flight wing remove soon inform suspension mean harm company not understand think harm ms simonetti say legal expert speculate delta concerned fictional content blog link airline image post      delta hit recently pressure rise fuel cost fierce competition say need cut six,zero seven,zero job reduce cost 5bn xc2xa32.7bn year analyst warn recently airline seek chapter eleven bankruptcy prevention week strike 1bn cost cut deal pilot save bankruptcy deal pilot accept thirty-two pay cut return right buy thirty million delta share union say monday negotiate deal defer one hundred and thirty-five debt year two thousand and seven airline say agree term six hundred loan american express",tech
cell hard sell      world cast gaze cell processor time important different      backer processor big name computer industry ibm large respected chip maker world provide cut edge technology large business sony chip inside playstation console dominance game market mean lot power dictate future computer gaming platform technology inside cell herald revolutionary technical standpoint traditional computer household pc playstation 2s use single processor carry calculation run computer cell technology hand use multiple cell processor link run lot calculation simultaneously      give processing power order magnitude competitor whilst rival work similar technology sony advance speed computer memory slowly increase year memory technology accompany cell huge leap performance      technology call xdr create american firm rambus memory run time fast current standard promote intel important technology cell role imminent war living room big trend predict year convergence computer home entertainment device dvd player hi fis company like microsoft sony believe lot money put computer underneath tv household offering service music video download give individual access media place      microsoft tactical area window medium center software adopt pc maker sony stab similar psx variation playstation year japan attempt generally see failure company believe increase capability game console powerful pc technology accessible persuade buyer pride place video rack      sony ibm want sure dominance pc market enjoy microsoft intel allow extend market create radically new architecture architecture game console sure huge seller hope cell processor dominant technology living room shut rival establish tv doubt hope use base camp extend traditional pc instigate regime change desktop cell fact specifically design deploy house link multiple processor extend reach cell processor entirely different system      sony hope cell television kitchen appliance use sort computer chip cell link create vast home network computing power resource cell house pool provide power link enable device talk programme microwave tv example digital home future depend widespread adoption cell processor thing number reason fail processor different require programmer learn different way write software changeover simply difficult master guarantee microsoft intel go sit let cell home computing fight microsoft go push xbox hard possible sure technology sony tree christmas intel furiously work new design address problem current chip create rival technology cell not lose desktop pc dominance cell succeed living room technology choice provide jump start fully digital home future revolution televise play videogame controller,tech
mobile audio enter new dimension      mobile phone close ubiquitous media player audio important good sound small device      sound buzzing bee jump leave right disappear head surround sound demo unremarkable hear multi speaker home cinema system startle emerge small mobile phone british firm sonaptic number company develop 3d audio technology emerge stereo speaker firm am3d srs offer stereo widen technology mobile phone sonaptic managing director david monteith say firm company offer positional 3d audio mobile      basic technology make sound bit big headphone bit nicer      try proper 3d positional audio individual channel move sonaptic work japanese mobile network ntt docomo set standard 3d audio mobile phone month handset nec fujitsu mitsubishi release japanese marker chip produce yamaha rohm sonaptic technology technology pc game console time make efficient small consumer device like mobile phone say mr monteith      technology work apply science psychoacoustic grow medical research company research director dr alastair sibbald basically try fool ear think sound come area actually not brain use certain bit information effectively synthesise mobile phone handset structure ear work 3d encoder sound help brain understand sound emanating sonaptic audio processing algorithm mimic 3d encode give impression sound come leave right listener fact come single source mr montieth say sound ear right bend head leave ear      shape ear cause difference sound ear synthesise difference sonaptic hope technology big impact grow market mobile gaming music download handheld limitation screen small definition want impact medium run movie game watch tv want immersive technology help fishing game title use technology create 3d sound field gamer play drive game shoot em up technology development technology music give song expansive immersive feel sonaptic offer technology chip software release new version significantly improve efficiency audio processing important use ten fifteen processor will not able play game handset explain mr montieth company look european market work network vodafone focus japan advanced mobile phone market know japan place handset use technology handset uk month,tech
